ACTION,RESOURCE_count,RESOURCE_target,MGR_ID_count,MGR_ID_target,ROLE_ROLLUP_1_count,ROLE_ROLLUP_1_target,ROLE_ROLLUP_2_count,ROLE_ROLLUP_2_target,ROLE_DEPTNAME_count,ROLE_DEPTNAME_target,ROLE_TITLE_count,ROLE_TITLE_target,ROLE_FAMILY_DESC_count,ROLE_FAMILY_DESC_target,ROLE_FAMILY_count,ROLE_FAMILY_target,ROLE_CODE_count,ROLE_CODE_target
1,2,1.0,13,0.7692307692307693,21407,0.949222217031812,3945,0.9690747782002535,601,0.9800332778702163,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,17,1.0,1,1.0,184,0.9184782608695652,184,0.9184782608695652,50,0.9,806,0.967741935483871,530,0.9018867924528302,2400,0.9591666666666666,806,0.967741935483871
1,1,1.0,19,0.9473684210526315,21407,0.949222217031812,1665,0.8888888888888888,81,0.9753086419753086,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,4,1.0,6,1.0,21407,0.949222217031812,971,0.9680741503604532,37,0.972972972972973,152,0.8552631578947368,1,1.0,241,0.8921161825726142,152,0.8552631578947368
1,3,1.0,10,1.0,21407,0.949222217031812,3945,0.9690747782002535,159,0.8930817610062893,196,0.9795918367346939,30,1.0,10980,0.9423497267759563,196,0.9795918367346939
1,16,1.0,23,1.0,21407,0.949222217031812,1295,0.9644787644787645,267,0.9775280898876404,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,4,1.0,8,1.0,21407,0.949222217031812,4424,0.9561482820976492,300,0.9566666666666667,216,1.0,95,0.8631578947368421,2690,0.9724907063197026,216,1.0
1,26,0.9615384615384616,25,1.0,21407,0.949222217031812,4424,0.9561482820976492,366,0.9754098360655737,3583,0.9676248953391013,1244,0.9557877813504824,10980,0.9423497267759563,3583,0.9676248953391013
1,1,1.0,26,1.0,21407,0.949222217031812,4424,0.9561482820976492,525,0.9638095238095238,566,0.9151943462897526,665,0.924812030075188,1287,0.947940947940948,566,0.9151943462897526
1,236,0.9788135593220338,55,1.0,21407,0.949222217031812,4424,0.9561482820976492,140,0.9214285714285714,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,839,0.9964243146603099,47,0.9787234042553191,21407,0.949222217031812,1665,0.8888888888888888,136,0.9852941176470589,274,0.9598540145985401,6896,0.9334396751740139,10980,0.9423497267759563,274,0.9598540145985401
1,7,1.0,21,0.8571428571428571,498,0.9518072289156626,267,0.9662921348314607,60,0.95,274,0.9598540145985401,12,1.0,10980,0.9423497267759563,274,0.9598540145985401
1,6,1.0,10,1.0,21407,0.949222217031812,1665,0.8888888888888888,84,0.8095238095238095,3583,0.9676248953391013,6896,0.9334396751740139,10980,0.9423497267759563,3583,0.9676248953391013
1,8,1.0,4,1.0,56,0.8928571428571429,21,0.8095238095238095,13,1.0,384,0.953125,2,1.0,2400,0.9591666666666666,384,0.953125
1,1,1.0,1,1.0,94,0.9680851063829787,94,0.9680851063829787,546,0.9230769230769231,1043,0.925215723873442,1,1.0,2636,0.907814871016692,1043,0.925215723873442
1,11,1.0,23,0.8260869565217391,21407,0.949222217031812,4424,0.9561482820976492,157,0.9617834394904459,63,0.873015873015873,8,1.0,2690,0.9724907063197026,63,0.873015873015873
1,167,0.9820359281437125,28,1.0,21407,0.949222217031812,3945,0.9690747782002535,543,0.9779005524861878,473,0.9408033826638478,160,0.975,2690,0.9724907063197026,473,0.9408033826638478
1,3,1.0,8,1.0,21407,0.949222217031812,4424,0.9561482820976492,183,0.9289617486338798,3583,0.9676248953391013,6896,0.9334396751740139,10980,0.9423497267759563,3583,0.9676248953391013
1,23,0.9565217391304348,4,1.0,742,0.9622641509433962,253,0.9407114624505929,103,0.941747572815534,91,0.9340659340659341,21,1.0,689,0.9462989840348331,91,0.9340659340659341
1,84,0.9761904761904762,9,1.0,21407,0.949222217031812,4424,0.9561482820976492,75,0.96,172,0.9941860465116279,9,1.0,2690,0.9724907063197026,172,0.9941860465116279
1,1,1.0,25,1.0,21407,0.949222217031812,3945,0.9690747782002535,63,0.9841269841269841,774,0.9702842377260982,36,0.9722222222222222,2400,0.9591666666666666,774,0.9702842377260982
1,30,0.9666666666666667,16,1.0,282,0.9219858156028369,209,0.9186602870813397,659,0.8649468892261002,394,0.9137055837563451,10,1.0,1318,0.862670713201821,394,0.9137055837563451
1,1,1.0,10,0.9,149,0.9261744966442953,149,0.9261744966442953,296,0.9594594594594594,175,0.9542857142857143,133,0.9849624060150376,689,0.9462989840348331,175,0.9542857142857143
1,127,0.905511811023622,6,1.0,269,0.9405204460966543,83,0.9397590361445783,546,0.9230769230769231,1043,0.925215723873442,161,0.8757763975155279,2636,0.907814871016692,1043,0.925215723873442
1,32,1.0,44,0.9772727272727273,21407,0.949222217031812,2641,0.9545626656569481,211,0.995260663507109,135,0.9925925925925926,34,0.9705882352941176,941,0.9659936238044633,135,0.9925925925925926
1,220,0.9,34,1.0,21407,0.949222217031812,2547,0.9572045543776992,115,0.9652173913043478,73,0.9452054794520548,31,1.0,783,0.933588761174968,73,0.9452054794520548
1,91,0.8791208791208791,9,0.8888888888888888,276,0.9311594202898551,138,0.8768115942028986,597,0.9061976549413735,1043,0.925215723873442,161,0.8757763975155279,2636,0.907814871016692,1043,0.925215723873442
0,47,0.9148936170212766,13,0.9230769230769231,21407,0.949222217031812,4424,0.9561482820976492,109,0.8440366972477065,337,0.9228486646884273,11,0.9090909090909091,783,0.933588761174968,337,0.9228486646884273
1,299,0.9464882943143813,44,0.8409090909090909,21407,0.949222217031812,4424,0.9561482820976492,501,0.9740518962075848,1772,0.9294582392776524,29,0.9310344827586207,10980,0.9423497267759563,1772,0.9294582392776524
1,12,1.0,47,0.851063829787234,21407,0.949222217031812,2641,0.9545626656569481,138,0.8840579710144928,566,0.9151943462897526,5,1.0,1287,0.947940947940948,566,0.9151943462897526
1,236,0.9788135593220338,9,1.0,21407,0.949222217031812,1665,0.8888888888888888,33,1.0,566,0.9151943462897526,665,0.924812030075188,1287,0.947940947940948,566,0.9151943462897526
1,295,0.9457627118644067,6,1.0,21407,0.949222217031812,3945,0.9690747782002535,54,1.0,34,1.0,12,1.0,493,0.9513184584178499,34,1.0
1,2,1.0,10,0.9,21407,0.949222217031812,1295,0.9644787644787645,102,0.8431372549019608,1772,0.9294582392776524,1244,0.9557877813504824,10980,0.9423497267759563,1772,0.9294582392776524
1,7,0.8571428571428571,32,1.0,21407,0.949222217031812,4424,0.9561482820976492,45,0.9777777777777777,54,1.0,116,1.0,783,0.9706257982120051,54,1.0
1,2,1.0,62,1.0,21407,0.949222217031812,3945,0.9690747782002535,190,0.9894736842105263,289,0.9134948096885813,246,0.8983739837398373,465,0.9419354838709677,289,0.9134948096885813
1,34,1.0,8,0.875,234,0.9615384615384616,151,0.9735099337748344,1135,0.9374449339207048,1256,0.8893312101910829,333,0.954954954954955,2636,0.907814871016692,1256,0.8893312101910829
1,13,1.0,4,0.75,21407,0.949222217031812,971,0.9680741503604532,128,0.9921875,47,1.0,3,1.0,128,0.890625,47,1.0
1,1,1.0,5,1.0,21407,0.949222217031812,1665,0.8888888888888888,56,0.9107142857142857,467,0.9229122055674518,219,0.8904109589041096,892,0.9428251121076233,467,0.9229122055674518
1,1,1.0,57,0.7192982456140351,21407,0.949222217031812,1796,0.9125835189309577,415,0.9325301204819277,3583,0.9676248953391013,6896,0.9334396751740139,10980,0.9423497267759563,3583,0.9676248953391013
1,65,0.9692307692307692,47,0.9787234042553191,21407,0.949222217031812,1665,0.8888888888888888,136,0.9852941176470589,3583,0.9676248953391013,66,1.0,10980,0.9423497267759563,3583,0.9676248953391013
1,409,0.9535452322738386,18,1.0,21407,0.949222217031812,1567,0.95022335673261,210,0.9857142857142858,274,0.9598540145985401,199,0.9849246231155779,10980,0.9423497267759563,274,0.9598540145985401
0,4,0.75,2,0.5,295,0.9254237288135593,93,0.9354838709677419,185,0.8756756756756757,1043,0.925215723873442,1,0.0,2636,0.907814871016692,1043,0.925215723873442
1,24,0.9583333333333334,45,0.9333333333333333,21407,0.949222217031812,4424,0.9561482820976492,525,0.9638095238095238,1772,0.9294582392776524,6896,0.9334396751740139,10980,0.9423497267759563,1772,0.9294582392776524
1,54,0.9444444444444444,47,0.851063829787234,21407,0.949222217031812,2641,0.9545626656569481,138,0.8840579710144928,288,0.9826388888888888,16,0.5625,783,0.9706257982120051,288,0.9826388888888888
1,3,1.0,5,0.8,21407,0.949222217031812,971,0.9680741503604532,124,0.9838709677419355,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,99,0.8888888888888888,4,1.0,74,0.9324324324324325,73,0.9315068493150684,763,0.9174311926605505,1256,0.8893312101910829,351,0.8888888888888888,2636,0.907814871016692,1256,0.8893312101910829
1,14,1.0,5,1.0,400,0.9625,67,1.0,431,0.9814385150812065,165,0.9696969696969697,670,0.9686567164179104,2400,0.9591666666666666,165,0.9696969696969697
1,137,0.9781021897810219,3,1.0,721,0.9639389736477115,721,0.9639389736477115,79,0.9873417721518988,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,62,0.9838709677419355,15,1.0,21407,0.949222217031812,397,0.9269521410579346,115,0.9826086956521739,21,1.0,12,1.0,98,0.9897959183673469,21,1.0
1,48,0.8958333333333334,7,0.7142857142857143,269,0.9405204460966543,83,0.9397590361445783,597,0.9061976549413735,1043,0.925215723873442,22,0.8636363636363636,2636,0.907814871016692,1043,0.925215723873442
1,6,1.0,21,0.5714285714285714,184,0.9184782608695652,184,0.9184782608695652,48,0.8125,566,0.9151943462897526,25,0.72,1287,0.947940947940948,566,0.9151943462897526
1,1,1.0,5,1.0,21407,0.949222217031812,2547,0.9572045543776992,73,0.9863013698630136,342,0.8947368421052632,211,0.8388625592417062,1294,0.9520865533230294,342,0.8947368421052632
0,3,0.6666666666666666,15,0.8666666666666667,21407,0.949222217031812,1567,0.95022335673261,305,0.9147540983606557,1772,0.9294582392776524,6896,0.9334396751740139,10980,0.9423497267759563,1772,0.9294582392776524
1,239,0.9874476987447699,10,0.9,21407,0.949222217031812,4424,0.9561482820976492,300,0.9566666666666667,116,0.9655172413793104,93,0.978494623655914,493,0.9513184584178499,116,0.9655172413793104
0,79,0.9493670886075949,15,0.3333333333333333,275,0.7345454545454545,257,0.7198443579766537,284,0.8345070422535211,199,0.7688442211055276,65,0.5538461538461539,1318,0.862670713201821,199,0.7688442211055276
1,65,0.9692307692307692,1,1.0,112,0.8660714285714286,185,0.8972972972972973,24,0.5,329,0.8389057750759878,3,0.6666666666666666,1318,0.862670713201821,329,0.8389057750759878
1,62,0.967741935483871,6,1.0,498,0.9518072289156626,267,0.9662921348314607,251,0.8804780876494024,43,1.0,19,1.0,150,0.98,43,1.0
1,88,0.9772727272727273,20,0.8,21407,0.949222217031812,2641,0.9545626656569481,195,0.9025641025641026,3583,0.9676248953391013,6896,0.9334396751740139,10980,0.9423497267759563,3583,0.9676248953391013
1,36,0.9722222222222222,8,1.0,21407,0.949222217031812,3945,0.9690747782002535,543,0.9779005524861878,14,1.0,34,1.0,2690,0.9724907063197026,14,1.0
1,17,0.7647058823529411,5,1.0,129,0.8372093023255814,129,0.8372093023255814,763,0.9174311926605505,806,0.967741935483871,11,0.8181818181818182,2400,0.9591666666666666,806,0.967741935483871
1,9,0.8888888888888888,35,0.9714285714285714,21407,0.949222217031812,1295,0.9644787644787645,45,0.9777777777777777,1772,0.9294582392776524,1244,0.9557877813504824,10980,0.9423497267759563,1772,0.9294582392776524
1,21,0.9047619047619048,35,1.0,21407,0.949222217031812,2547,0.9572045543776992,230,0.9478260869565217,4649,0.9204129920412992,282,0.9361702127659575,10980,0.9423497267759563,4649,0.9204129920412992
1,167,0.9820359281437125,27,1.0,21407,0.949222217031812,4424,0.9561482820976492,129,1.0,467,0.9229122055674518,95,0.8631578947368421,892,0.9428251121076233,467,0.9229122055674518
1,4,1.0,9,1.0,39,1.0,39,1.0,1135,0.9374449339207048,1043,0.925215723873442,79,0.8354430379746836,2636,0.907814871016692,1043,0.925215723873442
1,3,1.0,5,1.0,21407,0.949222217031812,1665,0.8888888888888888,54,1.0,7,1.0,5,1.0,1318,0.862670713201821,7,1.0
1,6,1.0,1,1.0,70,0.9428571428571428,70,0.9428571428571428,1,1.0,384,0.953125,2,1.0,2400,0.9591666666666666,384,0.953125
1,2,1.0,29,0.9655172413793104,21407,0.949222217031812,1567,0.95022335673261,96,0.9791666666666666,40,1.0,15,1.0,10980,0.9423497267759563,40,1.0
1,27,0.9629629629629629,4,0.75,105,0.9428571428571428,105,0.9428571428571428,546,0.9230769230769231,806,0.967741935483871,670,0.9686567164179104,2400,0.9591666666666666,806,0.967741935483871
1,404,0.9851485148514851,29,1.0,21407,0.949222217031812,971,0.9680741503604532,197,0.9746192893401016,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,163,0.9386503067484663,44,1.0,21407,0.949222217031812,2547,0.9572045543776992,154,0.9805194805194806,224,0.9866071428571429,11,1.0,412,0.9854368932038835,224,0.9866071428571429
1,10,0.9,39,1.0,21407,0.949222217031812,3945,0.9690747782002535,183,0.9726775956284153,3583,0.9676248953391013,1244,0.9557877813504824,10980,0.9423497267759563,3583,0.9676248953391013
1,8,1.0,7,0.8571428571428571,721,0.9639389736477115,721,0.9639389736477115,296,0.9391891891891891,196,0.9795918367346939,199,0.9849246231155779,10980,0.9423497267759563,196,0.9795918367346939
1,404,0.9851485148514851,33,0.8787878787878788,21407,0.949222217031812,4424,0.9561482820976492,300,0.9566666666666667,216,1.0,160,0.975,2690,0.9724907063197026,216,1.0
1,20,0.95,12,1.0,21407,0.949222217031812,1665,0.8888888888888888,122,0.9590163934426229,175,0.9542857142857143,202,0.9752475247524752,892,0.9428251121076233,175,0.9542857142857143
1,3,1.0,28,1.0,21407,0.949222217031812,2641,0.9545626656569481,211,0.995260663507109,135,0.9925925925925926,10,1.0,941,0.9659936238044633,135,0.9925925925925926
1,409,0.9902200488997555,10,0.6,21407,0.949222217031812,1796,0.9125835189309577,94,0.8936170212765957,52,0.8846153846153846,26,0.8461538461538461,128,0.890625,52,0.8846153846153846
1,236,0.9788135593220338,32,0.9375,21407,0.949222217031812,1567,0.95022335673261,40,0.95,288,0.9826388888888888,205,0.9609756097560975,783,0.9706257982120051,288,0.9826388888888888
0,6,0.16666666666666666,20,0.9,21407,0.949222217031812,1665,0.8888888888888888,122,0.9590163934426229,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,135,0.9407407407407408,34,0.6764705882352942,21407,0.949222217031812,1796,0.9125835189309577,50,0.74,3583,0.9676248953391013,6896,0.9334396751740139,10980,0.9423497267759563,3583,0.9676248953391013
1,5,1.0,27,0.9629629629629629,21407,0.949222217031812,1665,0.8888888888888888,195,0.9025641025641026,1772,0.9294582392776524,39,0.9743589743589743,10980,0.9423497267759563,1772,0.9294582392776524
1,6,1.0,15,1.0,282,0.9219858156028369,209,0.9186602870813397,296,0.9594594594594594,238,0.9285714285714286,13,1.0,689,0.9462989840348331,238,0.9285714285714286
1,20,0.95,24,1.0,721,0.9639389736477115,721,0.9639389736477115,296,0.9391891891891891,3583,0.9676248953391013,6896,0.9334396751740139,10980,0.9423497267759563,3583,0.9676248953391013
1,9,1.0,46,1.0,21407,0.949222217031812,971,0.9680741503604532,96,1.0,274,0.9598540145985401,199,0.9849246231155779,10980,0.9423497267759563,274,0.9598540145985401
1,6,1.0,22,1.0,21407,0.949222217031812,1796,0.9125835189309577,90,0.9777777777777777,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,15,0.9333333333333333,14,1.0,190,0.9578947368421052,190,0.9578947368421052,91,0.9230769230769231,394,0.9137055837563451,25,1.0,1318,0.862670713201821,394,0.9137055837563451
1,19,0.8947368421052632,12,1.0,21407,0.949222217031812,1567,0.95022335673261,173,0.9364161849710982,35,0.9428571428571428,30,0.9333333333333333,115,0.9739130434782609,35,0.9428571428571428
1,5,1.0,10,1.0,21407,0.949222217031812,2547,0.9572045543776992,532,0.9793233082706767,774,0.9702842377260982,43,0.9302325581395349,2400,0.9591666666666666,774,0.9702842377260982
1,3,1.0,17,1.0,21407,0.949222217031812,4424,0.9561482820976492,148,0.8851351351351351,342,0.8947368421052632,96,1.0,1294,0.9520865533230294,342,0.8947368421052632
0,50,0.9,15,0.5333333333333333,291,0.9003436426116839,291,0.9003436426116839,45,0.8888888888888888,82,0.9024390243902439,17,0.7058823529411765,107,0.9252336448598131,82,0.9024390243902439
1,3,1.0,16,1.0,21407,0.949222217031812,1567,0.95022335673261,160,0.99375,137,0.9854014598540146,32,0.96875,10980,0.9423497267759563,137,0.9854014598540146
1,1,1.0,16,1.0,21407,0.949222217031812,1295,0.9644787644787645,278,0.9640287769784173,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,4,0.75,23,1.0,21407,0.949222217031812,4424,0.9561482820976492,162,0.9567901234567902,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,4,1.0,20,1.0,21407,0.949222217031812,2641,0.9545626656569481,41,0.975609756097561,288,0.9826388888888888,205,0.9609756097560975,783,0.9706257982120051,288,0.9826388888888888
1,16,0.875,8,1.0,21407,0.949222217031812,1796,0.9125835189309577,73,0.9452054794520548,566,0.9151943462897526,665,0.924812030075188,1287,0.947940947940948,566,0.9151943462897526
1,839,0.9964243146603099,10,1.0,112,0.8660714285714286,185,0.8972972972972973,435,0.9816091954022989,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,1,1.0,8,1.0,742,0.9622641509433962,489,0.9734151329243353,525,0.9638095238095238,135,0.9925925925925926,419,0.9665871121718377,941,0.9659936238044633,135,0.9925925925925926
1,87,0.9885057471264368,5,1.0,742,0.9622641509433962,253,0.9407114624505929,296,0.9594594594594594,238,0.9285714285714286,36,0.7777777777777778,689,0.9462989840348331,238,0.9285714285714286
1,1,1.0,16,1.0,21407,0.949222217031812,1567,0.95022335673261,305,0.9147540983606557,3583,0.9676248953391013,6896,0.9334396751740139,10980,0.9423497267759563,3583,0.9676248953391013
0,11,0.7272727272727273,22,0.5454545454545454,21407,0.949222217031812,1567,0.95022335673261,305,0.9147540983606557,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,1,1.0,10,1.0,149,0.9463087248322147,123,0.9512195121951219,546,0.9230769230769231,1256,0.8893312101910829,530,0.9018867924528302,2636,0.907814871016692,1256,0.8893312101910829
1,12,0.9166666666666666,152,0.9671052631578947,21407,0.949222217031812,4424,0.9561482820976492,525,0.9638095238095238,521,0.9673704414587332,419,0.9665871121718377,941,0.9659936238044633,521,0.9673704414587332
1,21,1.0,12,1.0,57,1.0,57,1.0,140,0.9357142857142857,45,0.9333333333333333,133,0.9849624060150376,689,0.9462989840348331,45,0.9333333333333333
1,99,0.8888888888888888,4,1.0,118,0.923728813559322,50,0.96,763,0.9174311926605505,1043,0.925215723873442,161,0.8757763975155279,2636,0.907814871016692,1043,0.925215723873442
1,2,1.0,5,1.0,21407,0.949222217031812,6,1.0,25,0.96,384,0.953125,18,1.0,2400,0.9591666666666666,384,0.953125
1,247,0.9595141700404858,1,1.0,721,0.9639389736477115,721,0.9639389736477115,46,1.0,19,1.0,12,1.0,111,0.954954954954955,19,1.0
1,5,1.0,13,0.38461538461538464,742,0.9622641509433962,253,0.9407114624505929,296,0.9594594594594594,238,0.9285714285714286,36,0.7777777777777778,689,0.9462989840348331,238,0.9285714285714286
1,3,1.0,12,1.0,39,1.0,39,1.0,1135,0.9374449339207048,1256,0.8893312101910829,333,0.954954954954955,2636,0.907814871016692,1256,0.8893312101910829
1,7,0.8571428571428571,18,1.0,21407,0.949222217031812,3945,0.9690747782002535,601,0.9800332778702163,3583,0.9676248953391013,1244,0.9557877813504824,10980,0.9423497267759563,3583,0.9676248953391013
0,126,0.9444444444444444,8,0.875,21407,0.949222217031812,1665,0.8888888888888888,85,0.8588235294117647,103,0.9223300970873787,2,0.5,2690,0.9724907063197026,103,0.9223300970873787
1,14,0.8571428571428571,28,1.0,21407,0.949222217031812,1295,0.9644787644787645,125,0.976,3583,0.9676248953391013,6896,0.9334396751740139,10980,0.9423497267759563,3583,0.9676248953391013
1,2,1.0,45,1.0,21407,0.949222217031812,3945,0.9690747782002535,525,0.9638095238095238,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,157,0.9872611464968153,6,1.0,94,1.0,94,1.0,102,1.0,376,0.9920212765957447,39,0.9743589743589743,2690,0.9724907063197026,376,0.9920212765957447
1,9,0.8888888888888888,1,1.0,742,0.9622641509433962,489,0.9734151329243353,10,1.0,3583,0.9676248953391013,6896,0.9334396751740139,10980,0.9423497267759563,3583,0.9676248953391013
1,3,1.0,19,1.0,21407,0.949222217031812,4424,0.9561482820976492,601,0.9800332778702163,4649,0.9204129920412992,1244,0.9557877813504824,10980,0.9423497267759563,4649,0.9204129920412992
1,2,1.0,14,0.7857142857142857,375,0.8666666666666667,321,0.8940809968847352,601,0.9800332778702163,566,0.9151943462897526,665,0.924812030075188,1287,0.947940947940948,566,0.9151943462897526
1,1,1.0,7,1.0,21407,0.949222217031812,3945,0.9690747782002535,28,0.9642857142857143,4,1.0,3,1.0,9,1.0,4,1.0
1,129,0.9612403100775194,5,1.0,498,0.9518072289156626,231,0.935064935064935,23,0.9565217391304348,597,0.9748743718592965,665,0.924812030075188,1287,0.947940947940948,597,0.9748743718592965
1,14,1.0,25,1.0,21407,0.949222217031812,4424,0.9561482820976492,366,0.9754098360655737,3583,0.9676248953391013,1244,0.9557877813504824,10980,0.9423497267759563,3583,0.9676248953391013
1,9,1.0,152,0.9671052631578947,21407,0.949222217031812,4424,0.9561482820976492,501,0.9740518962075848,521,0.9673704414587332,419,0.9665871121718377,941,0.9659936238044633,521,0.9673704414587332
1,12,0.9166666666666666,8,0.875,94,0.9574468085106383,185,0.8972972972972973,95,0.8842105263157894,337,0.9228486646884273,6,1.0,783,0.933588761174968,337,0.9228486646884273
1,32,0.9375,11,1.0,21407,0.949222217031812,2641,0.9545626656569481,172,0.9767441860465116,121,0.9917355371900827,16,1.0,1294,0.9520865533230294,121,0.9917355371900827
1,30,1.0,54,1.0,21407,0.949222217031812,2641,0.9545626656569481,60,1.0,288,0.9826388888888888,205,0.9609756097560975,783,0.9706257982120051,288,0.9826388888888888
1,2,1.0,57,0.7192982456140351,21407,0.949222217031812,1796,0.9125835189309577,415,0.9325301204819277,3583,0.9676248953391013,6896,0.9334396751740139,10980,0.9423497267759563,3583,0.9676248953391013
1,9,0.8888888888888888,24,1.0,21407,0.949222217031812,2641,0.9545626656569481,231,0.8701298701298701,288,0.9826388888888888,96,1.0,783,0.9706257982120051,288,0.9826388888888888
1,45,0.9333333333333333,9,1.0,742,0.9622641509433962,489,0.9734151329243353,267,0.9438202247191011,5,1.0,1,1.0,49,0.9591836734693877,5,1.0
1,1,1.0,9,1.0,334,0.9520958083832335,334,0.9520958083832335,179,0.994413407821229,147,0.9251700680272109,8,1.0,493,0.9513184584178499,147,0.9251700680272109
1,10,1.0,22,1.0,498,0.9518072289156626,231,0.935064935064935,107,0.9439252336448598,4649,0.9204129920412992,9,1.0,10980,0.9423497267759563,4649,0.9204129920412992
1,1,1.0,52,0.9615384615384616,21407,0.949222217031812,971,0.9680741503604532,111,0.9819819819819819,30,0.6666666666666666,225,0.9022222222222223,384,0.8645833333333334,30,0.6666666666666666
1,2,1.0,6,0.6666666666666666,498,0.9518072289156626,267,0.9662921348314607,91,0.8241758241758241,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
1,4,1.0,6,1.0,742,0.9622641509433962,489,0.9734151329243353,532,0.9793233082706767,38,0.868421052631579,29,1.0,941,0.9659936238044633,38,0.868421052631579
1,8,1.0,5,1.0,21407,0.949222217031812,2641,0.9545626656569481,95,0.9473684210526315,4649,0.9204129920412992,9,1.0,10980,0.9423497267759563,4649,0.9204129920412992
1,839,0.9964243146603099,10,1.0,21407,0.949222217031812,1295,0.9644787644787645,267,0.9775280898876404,4649,0.9204129920412992,6896,0.9334396751740139,10980,0.9423497267759563,4649,0.9204129920412992
